Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
1315;IR1;Ja;The Bowery;RL;Norm;1Fam;5;2135;2136;3;179;GasA;Ex;Y;179;0;179;3;1;4;8;Anbau;3;NA;7;2137;377426
860;IR1;Ja;City Hall;RL;Str;1Fam;4;2068;2080;3;82;GasA;Ty;Y;87;41;128;3;1;3;6;Freistehend;1;NA;3;2138;110000
716;Reg;Nein;Burnley;RL;Norm;1Fam;5;2123;2126;4;36;GasA;Ex;Y;101;0;101;2;1;3;5;Anbau;1;NA;8;2139;131250
929;IR1;Nein;Miller;RL;Norm;1Fam;5;2123;2124;3;71;GasA;Gut;Y;71;83;154;3;1;3;7;Anbau;2;NA;4;2140;175900
1147;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2090;2108;3;91;GasA;Ty;Y;132;0;132;3;1;3;6;Anbau;1;NA;8;2137;139900
746;IR1;Ja;The Bowery;RL;Norm;REH;5;2136;2136;3;150;GasA;Ex;Y;150;0;150;2;1;5;6;Anbau;2;NA;3;2137;319900
1032;IR1;Nein;North West;RL;Norm;1Fam;6;2099;2099;3;133;GasA;Gut;Y;133;0;133;4;1;3;7;Anbau;2;NA;5;2138;183000
738;Reg;Nein;Somerset;RL;Str;1Fam;5;2091;2091;2;96;GasA;Gut;Y;96;0;96;3;1;3;5;Anbau;1;NA;4;2137;118500
910;Reg;Nein;North West;RL;Str;1Fam;5;2097;2097;3;127;GasA;Ty;Y;125;0;125;3;1;3;7;Anbau;2;NA;9;2139;161500
665;Reg;Nein;City Hall;RL;Norm;1Fam;8;2056;2121;3;64;GasA;Ty;Y;64;72;136;3;1;3;6;Freistehend;1;NA;7;2137;135000
1017;IR2;Nein;New Gotham;RH;Norm;REH;5;2127;2128;3;131;GasA;Ex;Y;124;0;124;2;1;4;5;Anbau;2;NA;10;2137;177000
650;Reg;Nein;New Gotham;RL;Str;2FamAn;5;2092;2092;3;95;GasA;Ty;Y;95;0;95;3;1;3;6;NA;0;NA;3;2136;124000
1108;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2124;2125;3;145;GasA;Ex;Y;148;0;148;3;1;4;7;Anbau;2;NA;6;2137;228000
892;Reg;Nein;North West;RL;Norm;1Fam;6;2101;2101;3;66;GasA;Ty;Y;86;66;153;4;1;3;7;Anbau;2;NA;6;2140;171000
689;Reg;Nein;Dixon Side;RL;Str;2FamAn;6;2069;2080;3;92;GasA;Ex;Y;100;0;100;2;2;3;5;Anbau;1;NA;1;2138;118000
1172;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2080;2131;3;112;GasA;Ty;Y;200;0;200;4;1;4;7;Anbau;2;NA;6;2137;243000
920;Reg;Nein;Old Gotham;RM;Norm;1Fam;4;2010;2080;3;94;GasW;Ty;Y;109;96;205;5;1;2;8;Freistehend;1;NA;5;2137;117500
887;Reg;Nein;North West;RL;Norm;1Fam;6;2123;2123;3;148;GasA;Ex;Y;148;0;148;2;1;4;6;Anbau;2;NA;7;2137;188500
156;Reg;Nein;Novick District;RM;Norm;RMH;5;2102;2102;3;45;GasA;Ty;Y;45;47;92;2;1;3;5;Anbau;1;NA;6;2136;94500
991;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2101;2101;3;147;GasA;Ty;Y;147;0;147;3;1;3;7;Anbau;2;NA;3;2137;167300
790;Reg;Nein;Water District;RM;Str;1Fam;7;2049;2135;3;74;GasW;Ty;N;93;48;141;3;1;2;7;NA;0;NA;8;2137;115000
652;IR1;Ja;Dixon Side;RL;Norm;1Fam;4;2080;2080;3;66;GasA;Ty;Y;91;21;112;3;1;4;5;Freistehend;1;NA;7;2139;110000
502;Reg;Nein;Old Gotham;RL;Str;1Fam;6;2050;2080;3;78;GasA;Ex;Y;78;50;128;2;1;3;6;Freistehend;1;NA;10;2139;105000
589;Reg;Nein;Somerset;RL;Str;1Fam;8;2005;2126;4;72;GasA;Gut;N;72;22;95;2;1;3;6;NA;0;NA;5;2140;94000
1169;IR1;Nein;East End;RL;Norm;1Fam;5;2123;2123;3;119;GasA;Ex;Y;145;115;260;3;1;4;8;Anbau;3;NA;10;2136;315000
376;Reg;Nein;Robinson Park;RL;Norm;REH;5;2105;2105;3;99;GasA;Gut;Y;99;0;99;2;1;3;4;Anbau;2;NA;7;2136;146300
899;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2097;2097;3;140;GasA;Ex;Y;140;0;140;3;1;4;6;Anbau;2;NA;4;2140;178900
548;IR1;Ja;Dixon Side;RL;Norm;1Fam;7;2053;2088;3;41;GasA;Ty;Y;81;0;81;2;1;2;4;NA;0;NA;8;2136;85500
745;IR1;Nein;Somerset;RL;Norm;1Fam;5;2108;2108;3;42;GasA;Ty;Y;96;0;96;3;1;3;5;TG;2;NA;6;2139;149900
1551;IR1;Ja;Clear Creek;RL;Norm;1Fam;5;2122;2123;3;135;GasA;Gut;Y;88;76;163;3;1;4;7;Anbau;2;NA;6;2139;233500
418;Reg;Nein;Burnley;RM;Norm;RMH;5;2128;2128;3;113;GasA;Ex;Y;113;0;113;2;1;3;5;Anbau;2;NA;5;2136;164000
1492;Reg;Nein;East End;RL;Norm;1Fam;5;2121;2122;3;120;GasA;Ex;Y;121;104;225;4;1;4;9;Anbau;2;NA;4;2136;260000
1138;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2108;2108;3;80;GasA;Ex;Y;109;0;109;3;1;3;5;Anbau;2;NA;5;2138;158000
1130;Reg;Nein;New Gotham;RL;Str;1Fam;4;2083;2083;3;140;GasA;Ex;Y;140;0;140;2;1;3;6;Anbau;2;NA;2;2139;149500
1814;IR1;Ja;DiamondDistrict;RL;Norm;1Fam;5;2120;2120;3;114;GasA;Gut;Y;118;114;233;3;1;4;7;Anbau;2;NA;2;2137;300000
838;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2129;2129;3;133;GasA;Ex;Y;133;0;133;3;1;4;6;Anbau;2;NA;9;2139;192000
689;Reg;Nein;Somerset;RL;Norm;1Fam;5;2092;2092;3;98;GasA;Ty;Y;98;0;98;3;1;3;6;Freistehend;2;NA;4;2137;132000
2952;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2090;2090;3;100;GasA;Ud;Y;154;0;154;3;1;3;7;Anbau;2;NA;5;2140;215000
907;IR1;Nein;Somerset;RL;Str;1Fam;7;2097;2133;3;83;GasA;Ex;Y;83;0;83;3;1;4;5;Anbau;2;NA;5;2138;130000
637;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2131;2132;3;118;GasA;Ex;Y;120;0;120;2;1;4;6;Anbau;2;NA;6;2139;220000
569;Reg;Nein;Dixon Side;RM;Norm;1Fam;6;2075;2125;4;0;GasA;Gut;N;75;0;75;1;1;3;6;Anbau;1;NA;6;2138;81300
1003;Reg;Nein;Old Gotham;RL;Norm;1Fam;8;2066;2119;3;74;GasA;Gut;Y;102;34;136;3;1;4;7;Anbau;2;NA;4;2136;170000
870;Reg;Nein;North West;RL;Norm;1Fam;7;2102;2136;3;108;GasA;Ty;Y;128;0;128;3;1;4;5;Anbau;2;NA;3;2140;197500
792;Reg;Nein;Somerset;RL;Str;1Fam;5;2097;2097;3;85;GasA;Ty;Y;85;0;85;3;1;3;5;Freistehend;1;NA;5;2140;125000
962;IR1;Nein;Somerset West;RL;Str;1Fam;5;2120;2121;3;85;GasA;Gut;Y;134;0;134;3;1;4;6;Anbau;2;NA;5;2137;179900
1724;IR1;Nein;North West;RL;Norm;1Fam;5;2108;2108;4;190;GasA;Ty;Y;192;0;192;3;1;4;7;Anbau;2;NA;8;2138;235000
1041;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2133;2133;3;133;GasA;Ex;Y;134;0;134;3;1;4;7;Anbau;2;NA;6;2138;232500
827;Reg;Nein;Somerset West;RH;Norm;1Fam;4;2096;2096;3;98;GasA;Ty;Y;98;0;98;2;1;3;5;Freistehend;1;NA;11;2136;107000
830;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;77;GasA;Ex;Y;77;77;154;3;1;4;7;Anbau;2;NA;7;2139;195000
824;IR1;Ja;Miller;RL;Norm;1Fam;5;2127;2127;3;36;GasA;Gut;Y;70;59;129;3;1;3;7;Eingebaut;2;NA;3;2137;161500
1660;IR2;Nein;City Hall;RL;Norm;1Fam;5;2125;2126;3;156;GasA;Gut;Y;156;0;156;4;1;4;7;Anbau;2;NA;6;2137;170000
1431;IR1;Ja;The Bowery;RL;Norm;1Fam;5;2134;2134;3;175;GasA;Ex;Y;175;0;175;2;1;5;7;Anbau;3;NA;9;2138;387000
907;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2094;2094;3;72;GasA;Ty;Y;74;76;150;4;1;3;7;Anbau;2;NA;6;2138;167900
526;IR1;Nein;The Bowery;RL;Norm;REH;5;2130;2130;3;139;GasA;Ex;Y;154;0;154;2;1;5;5;Anbau;2;NA;10;2139;278000
769;IR1;Nein;Somerset;RL;Norm;1Fam;5;2095;2095;3;80;GasA;Gut;Y;80;0;80;3;1;3;5;Freistehend;1;NA;12;2139;62383
156;Reg;Nein;Novick District;RM;Norm;RMH;5;2103;2103;3;45;GasA;Ty;Y;45;47;92;2;1;3;5;Freistehend;1;NA;11;2138;100000
338;Reg;Nein;Upper West;RL;Norm;REH;5;2137;2137;3;129;GasA;Ex;Y;146;0;146;1;1;4;7;Anbau;3;NA;5;2139;175900
1061;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2132;3;147;GasA;Ex;Y;149;0;149;3;1;4;6;Anbau;2;NA;5;2140;272000
869;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2094;2094;3;67;GasA;Gut;Y;67;67;134;4;1;3;7;Anbau;2;NA;7;2136;157500
1319;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2096;2096;3;86;GasA;Ex;Y;113;87;200;4;1;4;8;Anbau;2;NA;5;2136;226000
885;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2128;2128;3;74;GasA;Ex;Y;82;85;167;3;1;3;7;Anbau;2;NA;5;2137;211000
1107;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2134;2134;3;77;GasA;Ex;Y;77;77;154;3;1;4;8;Anbau;2;NA;4;2140;181000
1449;Reg;Nein;Clear Creek;RL;Norm;1Fam;4;2083;2083;3;121;GasW;Ty;Y;121;91;212;3;1;3;7;Anbau;2;NA;7;2136;225000
511;Reg;Nein;Old Gotham;RL;Norm;1Fam;6;2086;2086;3;82;GasA;Ex;Y;82;0;82;1;1;3;4;NA;0;NA;4;2137;103200
1041;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2115;2115;3;121;GasA;Ty;Y;121;0;121;3;1;4;5;Anbau;2;NA;5;2136;180000
855;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2095;2095;3;106;GasA;Ty;Y;106;0;106;3;1;3;5;Anbau;1;NA;7;2138;140000
682;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2101;2101;3;80;GasA;Ty;Y;80;0;80;2;1;3;4;Freistehend;1;NA;6;2137;110000
965;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2108;2108;3;92;GasA;Ty;Y;119;0;119;3;1;3;6;Freistehend;3;NA;4;2136;174000
694;IR1;Nein;New Gotham;RL;Norm;1Fam;9;2102;2134;3;67;GasA;Gut;Y;67;70;137;4;1;4;7;Anbau;2;NA;6;2137;184000
557;Reg;Nein;Old Gotham;RM;Norm;2FamAn;7;2085;2085;3;89;GasA;Ty;Y;89;0;89;3;1;3;5;Freistehend;2;NA;6;2136;135500
978;Reg;Nein;North West;RL;Pos;1Fam;5;2108;2108;3;88;GasA;Ty;Y;88;85;173;4;1;3;8;Anbau;2;NA;7;2136;188900
979;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2126;2126;3;62;GasA;Ex;Y;121;68;189;3;1;4;8;Anbau;2;NA;2;2138;229000
954;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2129;2129;3;148;GasA;Ex;Y;148;0;148;3;1;4;6;Anbau;2;NA;8;2136;214000
1152;Reg;Nein;Burnley;RL;Norm;1Fam;6;2114;2114;3;80;GasA;Ty;Y;83;0;83;3;1;3;6;Anbau;2;NA;4;2138;137500
1252;Reg;Nein;Somerset West;RL;Str;1Fam;5;2120;2121;3;65;GasA;Gut;Y;104;104;208;4;1;4;8;Anbau;3;NA;6;2137;225000
781;IR1;Nein;Burnley;RL;Norm;1Fam;6;2104;2104;3;90;GasA;Ty;Y;95;0;95;2;1;3;5;Anbau;2;NA;4;2137;143000
785;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2130;2131;3;125;GasA;Ex;Y;125;0;125;3;1;3;6;Anbau;2;NA;12;2137;179000
142;Reg;Nein;Paris Island;RM;Norm;RMH;5;2100;2100;3;49;GasA;Ty;Y;49;43;92;2;1;3;4;Eingebaut;1;NA;7;2137;106500
1208;IR1;Nein;North West;RL;Pos;1Fam;5;2101;2101;3;151;GasA;Ty;Y;113;0;113;2;1;3;6;Anbau;2;NA;9;2137;170000
1068;IR1;Ja;Clear Creek;RL;Norm;1Fam;6;2096;2096;3;110;GasA;Ex;Y;153;0;153;2;1;3;6;Anbau;2;NA;3;2138;195000
1322;IR1;Nein;Somerset West;RL;Norm;1Fam;8;2030;2123;3;63;GasA;Ty;Y;77;57;134;3;1;3;6;Freistehend;2;NA;3;2140;138500
892;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2055;2124;3;65;GasA;Gut;Y;78;59;137;3;1;4;6;Freistehend;1;NA;7;2137;125000
669;Reg;Nein;Old Gotham;RM;Norm;1Fam;4;2040;2136;3;95;GasW;Ty;N;95;0;95;2;1;3;4;Freistehend;1;NA;6;2139;85000
911;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;146;GasA;Ex;Y;146;0;146;3;1;4;6;Anbau;2;NA;3;2139;227000
544;IR3;Ja;Old Gotham;RM;Str;2FamAn;5;2032;2130;2;95;GasA;Ty;N;91;82;173;6;1;3;9;NA;0;NA;5;2139;97500
1311;Reg;Nein;North West;RL;Norm;1Fam;5;2110;2110;3;127;GasA;Ty;Y;137;0;137;3;1;3;6;Anbau;2;NA;6;2139;187500
557;Reg;Nein;Dixon Side;RM;Norm;1Fam;5;2054;2080;3;43;GasA;Gut;Y;76;30;106;3;1;3;6;Anbau;1;NA;6;2139;93000
557;Reg;Nein;Dixon Side;RM;Norm;1Fam;9;2067;2130;3;65;GasA;Ty;Y;73;36;109;2;1;3;4;Freistehend;2;NA;7;2139;134900
992;Reg;Nein;New Gotham;RL;Norm;1Fam;3;2081;2081;3;198;GasA;Ty;N;198;0;198;4;1;3;7;Freistehend;2;NA;10;2136;137900
755;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2124;2128;3;131;GasA;Ex;Y;156;0;156;3;1;4;7;Anbau;2;NA;10;2138;193500
742;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2105;2105;3;86;GasA;Ty;Y;86;0;86;3;1;3;5;Freistehend;1;NA;4;2138;110000
838;Reg;Nein;Old Gotham;RL;Norm;1Fam;8;2054;2136;3;71;GasA;Ex;Y;74;0;74;2;1;4;5;Freistehend;1;NA;5;2139;109500
1058;Reg;Ja;Grand Park;RL;Norm;1Fam;7;2040;2123;3;57;GasA;Ty;N;98;20;118;3;1;4;5;Freistehend;1;NA;9;2136;121000
1240;IR1;Nein;Somerset;RL;Norm;1Fam;5;2104;2104;3;80;GasA;Ty;Y;83;0;83;3;1;3;5;Anbau;2;NA;6;2136;142500
1292;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2070;2099;3;93;GasA;Ex;Y;93;0;93;3;1;3;6;NA;0;NA;7;2138;108000
874;Reg;Nein;Grand Park;RL;Norm;1Fam;9;2077;2138;5;65;GasA;Ex;Y;65;0;65;2;1;3;4;NA;0;NA;6;2139;118000
892;Reg;Nein;Old Gotham;RM;Norm;1Fam;2;2030;2080;3;102;GasW;Ud;N;102;63;165;4;2;3;8;2Typen;3;NA;5;2136;87000
334;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2047;2137;3;58;GasA;Ex;Y;62;58;120;3;1;5;5;Anbau;1;NA;5;2139;119000
975;Reg;Nein;New Gotham;RL;Str;1Fam;6;2079;2080;3;97;GasA;Ex;Y;109;63;171;3;1;3;7;Anbau;1;NA;1;2137;143000
1150;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2120;2120;3;155;GasA;Gut;Y;158;141;299;5;1;4;11;Anbau;3;NA;5;2140;320000
1135;IR1;Nein;Miller;RL;Norm;1Fam;5;2135;2135;3;123;GasA;Ex;Y;123;0;123;3;1;4;6;Anbau;2;NA;6;2137;203000
584;Reg;Nein;Somerset;RL;Norm;1Fam;5;2107;2107;3;83;GasA;Ty;Y;83;0;83;2;1;3;5;Freistehend;1;NA;3;2137;120750
735;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2129;2130;3;155;GasA;Ex;Y;156;0;156;3;1;4;6;Anbau;2;NA;12;2138;195000
774;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2084;2084;3;0;GasA;Gut;Y;104;0;104;3;1;3;5;NA;0;NA;4;2136;93000
780;Reg;Nein;Miller;RL;Norm;1Fam;5;2126;2127;3;36;GasA;Gut;Y;89;62;151;3;1;3;7;Eingebaut;2;NA;6;2139;189000
557;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2054;2080;4;76;GasA;Ex;Y;76;70;145;5;1;4;7;Freistehend;2;NA;8;2136;139000
652;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2135;2136;3;68;GasA;Gut;Y;68;63;131;3;1;3;6;Eingebaut;2;NA;5;2137;171500
334;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2040;2123;3;64;GasA;Ex;N;64;64;127;3;1;3;7;Freistehend;1;NA;10;2136;114504
3322;IR1;Nein;East End;RL;Norm;1Fam;5;2125;2126;4;179;GasA;Ex;Y;170;167;337;4;1;4;10;Anbau;3;NA;7;2136;625000
1198;IR1;Nein;Miller;RL;Norm;1Fam;5;2132;2132;3;81;GasA;Ex;Y;82;105;186;4;1;4;8;Eingebaut;3;NA;7;2139;257500
1070;IR1;Nein;Grand Park;RL;Norm;1Fam;5;2088;2124;3;0;GasA;Ty;N;88;0;88;3;1;4;5;Freistehend;1;NA;8;2137;80000
1062;IR1;Nein;North East;RL;Norm;1Fam;5;2136;2136;3;151;GasA;Ex;Y;152;0;152;3;1;4;7;Anbau;3;NA;5;2137;250000
829;Reg;Nein;Somerset;RM;Bahn;2Fam;6;2107;2107;4;0;GasA;Ty;Y;119;34;154;4;2;3;10;Anbau;2;NA;8;2136;119500
2000;IR2;Nein;ChinaTown;RL;Str;1Fam;5;2126;2127;3;99;GasA;Ex;Y;99;91;190;4;1;4;9;Anbau;2;NA;8;2136;210900
783;Reg;Ja;ChinaTown;RL;Norm;1Fam;5;2108;2108;3;97;GasA;Ty;Y;97;0;97;3;1;3;5;NA;0;NA;8;2139;124000
863;IR1;Nein;Somerset West;RL;Bahn;1Fam;5;2123;2123;3;77;GasA;Ex;Y;77;82;159;3;1;4;7;Anbau;2;NA;6;2138;187000
737;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2090;2090;3;118;GasA;Ty;Y;118;0;118;3;1;3;6;Freistehend;1;NA;6;2138;155000
770;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2122;2122;3;78;GasA;Gut;Y;78;83;161;3;1;4;7;Anbau;2;NA;5;2138;175000
1068;IR1;Nein;North West;RL;Str;2Fam;6;2106;2106;3;156;GasA;Ud;Y;156;0;156;4;2;3;8;Freistehend;2;NA;6;2137;136905
891;Reg;Nein;North East;RL;Norm;1Fam;5;2134;2135;3;106;GasA;Ex;Y;106;124;230;4;1;4;9;Eingebaut;3;NA;10;2137;317000
1355;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2090;2117;3;106;GasA;Ex;Y;133;0;133;3;1;4;7;Anbau;2;NA;6;2137;181900
658;Reg;Nein;University;RH;Norm;2FamAn;8;2046;2125;3;64;GasA;Gut;Y;88;91;179;5;2;3;10;NA;0;NA;7;2136;160000
669;Reg;Nein;Water District;RM;Norm;1Fam;7;2050;2126;3;49;GasA;Ty;N;54;49;103;3;1;2;6;Freistehend;1;NA;3;2137;101000
963;IR1;Nein;Somerset;RL;Norm;1Fam;7;2094;2094;4;85;GasA;Ty;Y;87;0;87;2;1;3;4;Anbau;1;NA;7;2136;132000
1082;Reg;Nein;New Gotham;RL;Str;2Fam;5;2099;2099;3;116;GasA;Ty;Y;124;120;245;6;2;3;12;Freistehend;4;NA;8;2139;200000
296;Reg;Nein;Upper West;RL;Norm;1Fam;5;2137;2137;3;118;GasA;Ex;Y;118;0;118;2;1;4;6;Anbau;2;NA;3;2138;159895
824;Reg;Nein;New Gotham;RL;Norm;1Fam;8;2095;2138;3;85;GasA;Ex;Y;85;0;85;2;1;4;5;Freistehend;2;NA;12;2138;147000
1708;Reg;Nein;Old Gotham;RM;Norm;1Fam;9;2010;2132;3;137;GasA;Ex;Y;156;169;325;3;1;4;10;Anbau;3;NA;5;2138;295000
1273;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2132;3;143;GasA;Ex;Y;143;0;143;3;1;4;6;Anbau;3;NA;1;2136;205000
952;IR1;Nein;Somerset;RL;Norm;1Fam;9;2095;2131;4;60;GasA;Ex;Y;89;0;89;0;1;3;3;Anbau;1;NA;5;2136;145000
1066;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2091;2091;3;112;GasA;Ex;Y;146;0;146;4;1;4;7;Eingebaut;2;NA;9;2139;174500
686;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2089;2132;3;99;GasA;Gut;Y;123;0;123;3;1;4;7;Freistehend;2;NA;7;2137;150750
418;Reg;Nein;Burnley;RM;Norm;REH;5;2129;2129;3;114;GasA;Ex;Y;114;0;114;2;1;3;5;Anbau;2;NA;6;2139;165000
892;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2079;2133;3;79;GasA;Ty;Y;83;0;83;2;1;4;4;Freistehend;2;NA;5;2137;135000
1446;Reg;Nein;City Hall;RL;Norm;1Fam;6;2044;2125;3;63;GasA;Ex;Y;63;55;117;3;1;3;6;Freistehend;2;NA;1;2138;147500
212;Reg;Nein;Robinson Park;RL;Norm;RMH;5;2105;2105;3;98;GasA;Ty;Y;98;0;98;2;1;3;4;Anbau;2;NA;8;2139;123000
650;Reg;Nein;New Gotham;RL;Str;1Fam;6;2091;2091;3;0;GasA;Gut;Y;86;0;86;3;1;3;7;Anbau;1;NA;7;2137;99000
1082;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2134;2134;3;80;GasA;Ex;Y;80;80;160;3;1;4;7;Anbau;2;NA;8;2136;196500
926;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;36;GasA;Ex;Y;72;61;133;3;1;3;8;Eingebaut;2;NA;12;2137;170000
1258;IR1;Ja;The Bowery;RL;Norm;1Fam;5;2135;2135;3;109;GasA;Ex;Y;109;124;232;5;1;5;9;Eingebaut;3;NA;7;2138;355000
1110;Reg;Nein;East End;RL;Norm;1Fam;8;2121;2138;4;91;GasA;Ex;Y;91;72;163;3;1;4;7;Anbau;2;NA;7;2139;235000
960;IR1;Nein;Somerset;RL;Norm;1Fam;6;2098;2123;3;136;GasA;Gut;Y;160;0;160;3;1;3;7;Anbau;2;NA;7;2136;180000
785;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2125;2125;3;70;GasA;Ex;Y;70;79;149;3;1;4;6;Anbau;2;NA;4;2138;182000
906;IR1;Nein;Somerset;RL;Norm;1Fam;5;2092;2092;3;91;GasA;Gut;Y;91;0;91;3;1;3;5;Freistehend;2;NA;11;2139;110000
1375;IR1;Nein;North West;RL;Norm;1Fam;5;2101;2101;3;77;GasA;Gut;Y;102;83;185;4;1;3;8;Anbau;2;NA;6;2136;190000
1675;IR1;Ja;Clear Creek;RL;Norm;1Fam;6;2076;2124;3;148;GasA;Ty;Y;152;90;287;3;1;5;12;NA;0;NA;3;2137;200500
1022;Reg;Nein;East End;RL;Norm;1Fam;5;2130;2130;3;141;GasA;Ex;Y;142;59;202;4;1;5;8;Eingebaut;3;NA;6;2138;291000
845;IR1;Nein;Grand Park;RL;Norm;1Fam;7;2050;2132;3;49;GasA;Ex;Y;56;0;56;2;1;3;5;NA;0;NA;7;2137;86000
1022;IR2;Nein;Burnley;RL;Norm;1Fam;6;2106;2133;3;101;GasA;Ty;Y;109;0;109;3;1;3;6;Anbau;2;NA;6;2137;135000
500;IR1;Nein;North East;RL;Norm;RMH;5;2135;2135;3;121;GasA;Ex;Y;121;0;121;1;1;4;5;Anbau;2;NA;8;2139;196000
1474;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2100;2100;4;206;GasA;Ex;Y;206;0;206;4;1;4;8;Anbau;2;NA;10;2137;268000
885;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2083;2083;3;93;GasA;Ty;Y;99;50;149;5;1;3;7;Anbau;1;NA;7;2136;149900
1602;IR1;Nein;East End;RL;Norm;1Fam;5;2123;2124;4;161;GasA;Ex;Y;180;146;325;4;1;5;11;Anbau;3;NA;5;2136;584500
768;Reg;Nein;New Gotham;RL;Str;2Fam;5;2088;2088;3;149;GasA;Ty;Y;149;0;149;4;2;3;8;Anbau;2;NA;3;2140;135000
725;Reg;Nein;Somerset;RL;Norm;1Fam;7;2097;2134;3;80;GasA;Ex;Y;84;0;84;3;1;4;5;Anbau;1;NA;6;2139;130000
457;Reg;Nein;The Bowery;RL;Norm;REH;5;2131;2132;3;148;GasA;Ex;Y;148;0;148;0;1;5;5;Anbau;2;NA;8;2138;286000
697;Reg;Nein;Somerset;RL;Str;1Fam;5;2093;2093;3;97;GasA;Ud;Y;97;0;97;3;1;3;5;Anbau;1;NA;6;2140;133000
1314;IR1;Nein;Somerset;RL;Norm;1Fam;8;2094;2131;4;91;GasA;Ty;Y;95;0;95;3;1;3;5;Freistehend;2;NA;5;2137;165000
866;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2136;2136;3;122;GasA;Gut;Y;122;0;122;3;1;4;6;Anbau;2;NA;3;2137;176432
1985;Reg;Nein;Somerset;RL;Norm;1Fam;5;2080;2080;3;0;GasA;Ty;Y;152;0;152;3;1;3;7;Anbau;2;NA;6;2136;131000
1548;IR1;Nein;North West;RL;Pos;1Fam;7;2107;2124;3;74;GasA;Ud;Y;136;74;210;3;1;4;9;Anbau;2;NA;3;2136;235000
909;Reg;Nein;Water District;RM;Norm;1Fam;9;2080;2135;5;91;GasA;Ex;Y;91;91;181;4;1;4;8;Freistehend;1;NA;4;2137;212300
241;Reg;Nein;Paris Island;RM;Norm;REH;3;2106;2106;3;50;GasA;Ty;Y;50;54;103;3;1;3;4;Anbau;1;NA;4;2140;85000
951;Reg;Nein;North West;RL;Norm;1Fam;6;2110;2110;4;157;GasA;Ty;Y;157;0;157;3;1;3;7;Anbau;2;NA;5;2136;207500
970;Reg;Nein;Burnley;RL;Norm;1Fam;5;2122;2122;3;85;GasA;Ty;Y;90;0;90;3;1;3;6;NA;0;NA;7;2136;132000
931;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2127;2136;4;59;GasA;Ex;Y;60;62;122;3;1;4;6;Anbau;2;NA;5;2137;175000
